bülten no,fert no,cinsiyet,doğum tarihi gün,doğum tarihi ay,doğum tarihi yıl,yaş,doğum yeri,doğum yeri ülke kodu,uyruk,uyruk ülke kodu,yakınlık durumu,eğitim,okuma yazma durumu,eğitime devam etme durumu,devam edilen okul,çocuğun kendi masaüstü bilgisayarı,çocuğun kendi dizüstü bilgisayarı,çocuğun kendi tableti,çocuğun kendi cep telefonu,çocuğun kendi akıllı saati,çocuğun kendi oyun konsolu,bilgisayar oyunu oynama sıklığı,spor yapma sıklığı,kitap okuma sıklığı,diğer hobiler sıklığı,eğlenmek için dışarı çıkma sıklığı,internette gezinme sıklığı,tv programları izleme sıklığı,cep telefonu kullanım durumu,cep telefonu kullanım sıklığı,hafta içi cep telefonu ortalama kullanımı,hafta sonu cep telefonu ortalama kullanımı,cep telefonu konuşma amaçlı,cep telefonu mesaj amaçlı,cep telefonu sosyal medya amaçlı,cep telefonu oyun amaçlı,cep telefonu film amaçlı,cep telefonu müzik amaçlı,cep telefonu internette gezinme amaçlı,cep telefonu ders/ödev amaçlı,cep telefonu online derse katılma amaçlı,çocuk yarım saatte bir telefonunu kontrol ediyor,uyumadan son iş olarak telefon kontrol eder,uyanınca ilk iş olarak telefon kontrol eder,tv izlerken telefon kullanma,başkaları ile yemek yerken telefon kullanma,bilgisayar kullanım durumu,bilgisayar türü masaüstü,bilgisayar türü dizüstü,bilgisayar türü tablet,bilgisayar kullanım sıklığı,hafta içi ortalama bilgisayar kullanımı,hafta sonu ortalama bilgisayar kullanımı,bilgisayarda oyun oynama/indirme,bilgisayarda ders/sunum/ödev ,bilgisayarda online derse katılma,bilgisayarda müzik/film,bilgisayarda internette gezinme,bilgisayarda sosyal medya,internet kullanım durumu,internet kullanım sıklığı,hafta içi günde internet kullanım ortalaması,hafta sonu günde internet kullanım ortalaması,interneti ödev/ders amaçlı kullanma,interneti sosyal medya amaçlı kullanma,interneti eposta gönderme/alma amaçlı kullanma,interneti arama/mesaj amaçlı kullanma,interneti oyun indirme/oynama amaçlı kullanma,interneti müzik dinleme amaçlı kullanma,interneti video izleme amaçlı kullanma,interneti mal ve hizmetler hakkında bilgi amaçlı kullanma,internet üzerinden alışveriş yapma,internet üzerinden diğer,internet üzerinden diğer açıklama,sosyal medya kullanım durumu,youtube kullanımı,instagram kullanımı,twitter kullanımı,facebook kullanımı,tiktok kullanımı,snapchat kullanımı,pinterest kullanımı,diğer kullanılan sosyal medyalar,diğer kullanılan sosyal medyalar açıklama,sosyal medya kullanım sıklığı,hafta içi ortalama sosyal medya kullanımı,hafta sonu ortalama sosyal medya kullanımı,dijital oyun oynama,dijital oyun oynama sıklığı,hafta içi ortalama dijital oyun oynama,hafta sonu ortalama dijital oyun oynama,dijital oyun türü rol yapma,dijital oyun türü strateji,dijital oyun türü spor,dijital oyun türü macera,dijital oyun türü savaş,dijital oyun türü simülasyon,dijital oyunda çok fazla zaman harcama,ailesi çok fazla dijital oyun oynadığını düşünüyor,dijital oyun oynamadığı zaman kendini mutsuz hissediyor,fazla dijital oyun oynadığı için sorumluluklarını aksatıyor,planlanan süreden fazla dijital oyun oynama,ekran başında fazla zaman geçirmekten az ders çalışma,ekran başında fazla zaman geçirmekten aile ile daha az zaman geçirme,ekran başında fazla zaman geçirmekten az kitap okuma,ekran başında fazla zaman geçirmekten az uyku,ekran başında fazla zaman geçirmekten arkadasları ile az görüşme,çocuk ağırlık katsayısı
2685143568,4,1,20.0,7.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,5,6,13,6,6,13,13,1,16.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2,,,,,,,,,,,,,1,16.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,17.0,1.0,2.0,1,16.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2,2,2,1,2,2821.54269769469
2686006525,4,2,14.0,7.0,2009,14,1,,1,,3,3,,1,4.0,1,2,2,1,1,2,23,13,13,13,13,6,23,1,16.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1.0,2.0,2.0,13.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,16.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,16.0,3.0,4.0,1,13.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,2,877.128973563122
2686627841,4,2,9.0,9.0,2015,8,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,6,6,5,6,13,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,13.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,1.0,3.0,1,16.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2,2,1,1102.46787226922
2687235651,4,2,3.0,5.0,2012,11,1,,1,,3,2,,1,3.0,2,1,1,2,2,1,13,5,6,13,13,6,6,2,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,16.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,3.0,3.0,1,13.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1,2,1,2,2,1665.9275897443
2687845152,3,2,7.0,6.0,2013,10,1,,1,,3,2,,1,3.0,2,2,1,2,1,2,23,5,6,6,23,5,6,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,17.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1,16.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,2,2,2,806.586154670215
2688711197,3,2,27.0,10.0,2014,9,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,5,6,5,6,6,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1088.51210301902
2688711197,4,2,4.0,8.0,2017,6,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,6,5,6,6,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1088.51210301902
2689329015,3,2,14.0,7.0,2009,14,1,,1,,3,3,,1,4.0,2,2,1,1,2,2,23,13,23,6,13,6,13,1,16.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,2.0,2.0,1.0,9.0,,,,,,,,,1,16.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,16.0,3.0,4.0,2,,,,,,,,,,,,,,,2,1,1,2,2,1133.87483707142
2689945513,6,1,6.0,8.0,2011,12,1,,1,,3,2,,1,3.0,2,2,2,1,2,1,6,5,6,13,13,6,13,1,16.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,2.0,17.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1,16.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,16.0,1.0,1.0,1,16.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2,1,2,2,2,1801.70823232373
2690810094,2,1,16.0,12.0,2010,13,1,,1,,3,2,,1,3.0,1,1,2,1,2,2,13,6,13,23,13,6,5,1,16.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1.0,1.0,2.0,13.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,17.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,16.0,2.0,1.0,1,16.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,2,1732.52048063626
2690810094,3,1,28.0,12.0,2017,6,1,,1,,3,1,1.0,1,2.0,2,2,1,2,2,1,13,13,13,6,6,5,5,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,17.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,9.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,13.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1732.52048063626
2691433581,4,1,12.0,6.0,2013,10,1,,1,,3,2,,1,3.0,1,2,1,2,2,1,13,13,6,13,5,13,6,2,,,,,,,,,,,,,,,,,,1,1.0,2.0,1.0,17.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1,17.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,2,,,,,,,,,,,,,1,17.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2,1,2,2,2,1521.32026067225
2692044395,2,1,29.0,7.0,2016,7,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,6,6,13,6,13,6,1,13.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,13.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,2,2,2,1500.65239632535
2693526887,7,1,11.0,11.0,2009,14,1,,1,,3,3,,1,4.0,2,2,2,2,2,2,5,23,13,5,13,13,13,1,17.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,17.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,3.0,2,,,,,,,,,,,,,,,1,2,2,2,2,921.153363153444
2693526887,8,1,4.0,8.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,5,13,13,5,13,13,13,1,13.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,13.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,2.0,3.0,1,13.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2,2,2,2,2,921.153363153444
2694139151,3,1,15.0,11.0,2010,13,1,,1,,3,2,,1,3.0,2,1,1,2,2,2,13,13,13,23,13,6,23,1,13.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2.0,1.0,1.0,17.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1,17.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,13.0,3.0,2.0,1,17.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2,2,1,2,2,2090.15023672681
2695620266,3,1,15.0,9.0,2016,7,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,5,13,6,5,6,23,13,1,9.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,9.0,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,9.0,,,,,,,,,,,,,,2,2,2,2,2,1721.58360033552
2696237375,5,1,25.0,10.0,2012,11,1,,1,,3,2,,1,3.0,2,2,1,2,2,2,6,13,23,5,13,6,13,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,17.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1,17.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,2.0,2.0,1,16.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1,1,1,2,2,2870.55499425785
2696861695,4,1,3.0,12.0,2017,6,1,,1,,3,0,,2,,2,2,1,2,2,2,13,5,5,13,13,6,13,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,13.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1,13.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,1,9.0,,,,,,,,,,,,,,2,2,2,2,2,911.143996858496
2698334162,3,1,11.0,10.0,2016,7,1,,1,,3,1,1.0,1,0.0,2,2,2,2,2,2,5,5,5,6,5,6,13,1,17.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,16.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2036.61759873532
2698947062,3,2,4.0,9.0,2013,10,1,,1,,3,2,,1,3.0,2,1,1,2,2,2,13,29,6,5,13,6,6,1,16.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1,1.0,1.0,1.0,16.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1,16.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,2.0,2.0,1,17.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1,2,2,2,2,1885.54916588718
2698947062,4,1,3.0,5.0,2017,6,1,,1,,3,1,1.0,1,2.0,2,2,2,1,2,1,13,6,6,5,13,6,6,1,16.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2.0,2.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,16.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,3.0,1,16.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1,2,2,2,2,1885.54916588718
2699810210,3,2,18.0,5.0,2010,13,1,,1,,3,2,,1,3.0,2,2,2,1,1,2,5,29,6,6,6,6,5,1,16.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2,,,,,,,,,,,,,1,16.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,16.0,2.0,2.0,2,,,,,,,,,,,,,,,2,2,2,2,2,2920.87924401738
2700432947,4,2,18.0,2.0,2010,14,1,,1,,3,3,,1,4.0,2,2,2,1,1,2,5,6,6,13,23,6,6,1,16.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ONLİNE KİTAP ULAŞIM,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,16.0,3.0,4.0,1,13.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,1925.5139797573
2700432947,5,1,1.0,3.0,2016,8,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,5,6,6,6,6,13,6,1,9.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,16.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,1.0,3.0,1,16.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1,2,2,1,2,1925.5139797573
2701045185,5,2,10.0,9.0,2009,14,1,,1,,3,3,,2,,2,2,2,2,2,2,5,6,6,6,5,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1591.46615544506
2701045185,6,2,4.0,4.0,2011,12,1,,1,,3,3,,2,,2,2,2,2,2,2,5,6,6,6,5,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1591.46615544506
2701045185,7,2,6.0,2.0,2014,10,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,6,6,6,23,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1591.46615544506
2701045185,8,1,16.0,3.0,2016,8,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,6,6,6,23,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,1,1,1,1,1591.46615544506
2702531811,4,2,26.0,5.0,2013,10,1,,1,,3,2,,1,3.0,2,2,2,1,2,2,5,13,6,13,6,6,13,1,16.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,,,,,,,,,,,,,1,16.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,16.0,2.0,3.0,1,13.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1535.30078791397
2703143236,5,2,15.0,8.0,2011,12,1,,1,,3,2,,1,3.0,2,2,1,2,1,2,29,13,6,13,29,5,23,2,,,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,13.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,16.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,1,4551.13844458938
2704014964,3,2,8.0,8.0,2012,11,1,,1,,3,2,,1,3.0,2,2,2,2,2,2,13,13,13,6,13,6,13,1,16.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,2.0,17.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1,16.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,16.0,2.0,3.0,1,13.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2,2,2057.49968273457
2704635636,3,2,7.0,11.0,2016,7,1,,1,,3,0,,1,2.0,2,2,2,2,2,2,5,5,6,6,13,6,13,1,16.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2,,,,,,,,,,,,,1,16.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,1.0,1.0,1,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2,1,1,1,2,1604.29330527104
2706128911,3,1,16.0,9.0,2010,13,1,,1,,3,2,,1,3.0,2,2,1,1,2,2,23,23,13,5,5,6,6,1,16.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1.0,1.0,1.0,13.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1,16.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,13.0,3.0,5.0,1,16.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1326.82494718655
2706128911,4,2,3.0,4.0,2014,9,1,,1,,3,1,1.0,1,2.0,2,2,2,2,2,2,5,5,6,5,5,5,6,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1326.82494718655
2706741655,3,2,19.0,9.0,2008,15,1,,1,,3,3,,1,4.0,2,1,1,1,1,2,29,13,6,13,13,6,13,1,17.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,1.0,1,13.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,872.637924109685
2706741655,4,2,4.0,3.0,2013,11,1,,1,,3,2,,1,3.0,2,1,1,1,2,2,29,13,6,5,13,6,13,1,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1.0,17.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1,17.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,1.0,1.0,1,13.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,872.637924109685
2707609844,5,1,1.0,1.0,2014,10,1,,1,,3,0,,1,2.0,2,1,2,2,1,2,5,13,6,5,5,6,5,1,16.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2.0,1.0,2.0,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,16.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,3.0,1,17.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,2,2,2,1695.11456611201
2708231911,3,2,18.0,4.0,2013,10,1,,1,,3,2,,1,3.0,2,1,1,1,1,2,13,23,6,6,23,6,13,1,16.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,2.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,16.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,16.0,3.0,1.0,1,13.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,1806.97081558927
2708231911,4,2,16.0,2.0,2017,7,1,,1,,3,0,,1,2.0,2,2,2,1,2,2,5,13,13,6,13,6,6,1,17.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,,,,,,,,,,,,,1,17.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,17.0,3.0,3.0,1,13.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2,2,2,1806.97081558927
2708846494,4,2,8.0,6.0,2011,12,1,,1,,3,2,,1,3.0,2,2,1,1,2,2,23,5,13,5,23,13,13,1,17.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1.0,13.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1,13.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,13.0,1.0,3.0,1,9.0,,,,,,,,,,,,,,2,2,2,2,2,3934.92632458166
